Addresses,Prices,Beds,Baths,Square Footage,Zip Code,State,City,Street Address
"The Duke Omaha Omaha, NE 68132","$1,120 - $1,920/mo",Studio-2bd,1-2ba,No Data,68132,NE,Omaha,The Duke 
"Studio, 1389 sqft, $1,300 Omaha, NE 68131","$1,300/mo",Studio,1ba,No Data,68131,NE,Omaha,"Studio, 1389 sqft, $1,300"
"810 N  107th Ave  #401 Omaha, NE 68114","$1,200/mo",3bd,2ba,"1,000 sqft",68114,NE,Omaha,810 N  107th Ave  #401
"WH Flats Lincoln, NE 68516","$1,645 - $2,305/mo",2-3bd,2ba,No Data,68516,NE,Lincoln,WH Flats
"6841 Colfax Ave  #6841 Lincoln, NE 68507",$625/mo,1bd,1ba,400 sqft,68507,NE,Lincoln,6841 Colfax Ave  #6841
"1004 W  Maple Ave Norfolk, NE 68701","$3,295/mo",3bd,2ba,"1,965 sqft",68701,NE,Norfolk,1004 W  Maple Ave
"1777 Canal Dr Fernley, NV 89408","$2,100/mo",4bd,3ba,"2,054 sqft",89408,NV,Fernley,1777 Canal Dr
"Ascend at Valley Vista North Las Vegas, NV 89084","$1,460 - $2,348/mo",1-3bd,1-2ba,No Data,89084,NV,Las Vegas,Ascend at Valley Vista North
"475 Mission Springs St Henderson, NV 89052","$2,750/mo",3bd,2ba,"1,766 sqft",89052,NV,Henderson,475 Mission Springs St
"2013 Monterey Ave Las Vegas, NV 89104","$1,990/mo",5bd,2.5ba,"2,218 sqft",89104,NV,Las Vegas,2013 Monterey Ave
"5053 Diamond Ranch Ave Las Vegas, NV 89131","$1,890/mo",3bd,3ba,"1,725 sqft",89131,NV,Las Vegas,5053 Diamond Ranch Ave
"1241 Vondell Dr   #4 Pahrump, NV 89048",$695/mo,1bd,1ba,480 sqft,89048,NV,Pahrump,1241 Vondell Dr   #4
"10640 Arbor Way Reno, NV 89521","$3,400/mo",3bd,2ba,"1,593 sqft",89521,NV,Reno,10640 Arbor Way
"2635 Rayma Ct Reno, NV 89503","$2,299/mo",3bd,2.5ba,"1,580 sqft",89503,NV,Reno,2635 Rayma Ct
"5865 Mitra Way Reno, NV 89523","$3,850/mo",3bd,2ba,"1,699 sqft",89523,NV,Reno,5865 Mitra Way
"7419 Europa Dr Sparks, NV 89436","$2,400/mo",4bd,2ba,"2,107 sqft",89436,NV,Sparks,7419 Europa Dr
"14 Pine St Keene, NH 03431","$2,500/mo",3bd,1ba,"1,028 sqft",03431,NH,Keene,14 Pine St
"42 Belmont St   #2 Manchester, NH 03103","$1,850/mo",2bd,1ba,"1,250 sqft",03103,NH,Manchester,42 Belmont St   #2
"117 Cluff Crossing Rd #3 Salem, NH 03079","$2,200/mo",2bd,1ba,912 sqft,03079,NH,,
"116 S  Massachusetts Ave  #1 Atlantic City, NJ 08401","$1,250/mo",1bd,1ba,No Data,08401,NJ,Atlantic City,116 S  Massachusetts Ave  #1
"227 N  Union Ave Margate City, NJ 08402","$30,000/mo",3bd,1.5ba,No Data,08402,NJ,Margate City,227 N  Union Ave
"Rutherford Station East Rutherford, NJ 07073","$2,454 - $4,069/mo",1-2bd,1-2ba,No Data,07073,NJ,Rutherford, Station East
"53 Akers Ave Montvale, NJ 07645","$2,500/mo",2bd,1ba,"1,050 sqft",07645,NJ,Montvale,53 Akers Ave
"8 Vincent St Hillsdale, NJ 07642","$4,700/mo",4bd,2.5ba,"2,400 sqft",07642,NJ,Hillsdale,8 Vincent St
"Ramblewood Village Mount Laurel, NJ 08054","$1,595 - $2,585/mo",1-3bd,1-2ba,No Data,08054,NJ,Ramblewood," Village Mount Laurel, NJ 08054"
"Audubon Arms Audubon, NJ 08106","$1,160 - $1,635/mo",Studio-2bd,1ba,No Data,08106,NJ,Audubon, Arms
"SDG Ridge Avenue Residences Philadelphia, PA 19130","$1,700 - $2,050/mo",1-2bd,1-2ba,No Data,19130,PA,Philadelphia,SDG Ridge Avenue Residences
"The Regis West Orange West Orange, NJ 07052","$1,595/mo",1bd,1ba,No Data,07052,NJ,,
"42 Norfolk St   #13 Newark, NJ 07103","$1,999/mo",1bd,1ba,925 sqft,07103,NJ,Newark,42 Norfolk St   #13
"90 Ridge Ave  #2 West Orange, NJ 07052","$3,100/mo",4bd,2ba,No Data,07052,NJ,,
"146 Goodwin Ave  #2 Newark, NJ 07112","$2,700/mo",5bd,1ba,No Data,07112,NJ,Newark,146 Goodwin Ave  #2
"110 State St Glassboro, NJ 08028","$3,000/mo",5bd,2ba,"1,928 sqft",08028,NJ,Glassboro,110 State St
"The Enclave Jersey City, NJ 07306","$2,990 - $4,455/mo",1-2bd,1-2ba,No Data,07306,NJ,Jersey City,The Enclave
"33 Claremont Ave  #2 Jersey City, NJ 07305","$3,400/mo",3bd,2ba,No Data,07305,NJ,Jersey City,33 Claremont Ave  #2
"295 Terrace Ave  #1 Jersey City, NJ 07307","$4,600/mo",3bd,3ba,No Data,07307,NJ,Jersey City,295 Terrace Ave  #1
"Address Not Disclosed West New York, NJ 07093","$2,350/mo",1bd,1.5ba,860 sqft,07093,NJ,West New York,Address Not Disclosed
"Carlton Apartments Trenton, NJ 08618","$1,605 - $1,805/mo",1-2bd,1ba,No Data,08618,NJ,Trenton,Carlton Apartments
"Avenue & Green Woodbridge, NJ 07095","$2,163 - $3,030/mo",1-2bd,1-2ba,No Data,07095,NJ,,
"42 S  Main St Cranbury, NJ 08512","$4,300/mo",4bd,2ba,"2,103 sqft",08512,NJ,,
"118 Henderson Rd Kendall Park, NJ 08824","$4,500/mo",5bd,4.5ba,"4,121 sqft",08824,NJ,Kendall Park,118 Henderson Rd
"227 16th Ave  #1 Belmar, NJ 07719","$14,000/mo",3bd,1.5ba,"1,087 sqft",07719,NJ,Belmar,227 16th Ave  #1
"1306 Mattison Ave Asbury Park, NJ 07712","$1,450/mo",1bd,1ba,No Data,07712,NJ,Asbury Park,1306 Mattison Ave
"The Residence at Old York Village Chesterfield, NJ 08515","$2,275/mo",2bd,2ba,No Data,08515,NJ,,
"29 Nicole Ln Parsippany, NJ 07054","$4,500/mo",4bd,2ba,No Data,07054,NJ,Parsippany,29 Nicole Ln
"34 Main St   #3B Toms River, NJ 08753","$1,565/mo",1bd,1ba,750 sqft,08753,NJ,,
"2 bed, 1.0 bath, $1,450 Paterson, NJ 07501","$1,349 - $1,450/mo",2bd,1ba,No Data,07501,NJ,Paterson,"2 bed, 1.0 bath, $1,450"
"368 11th Ave Paterson, NJ 07514","$1,900/mo",3bd,1ba,"1,672 sqft",07514,NJ,Paterson,368 11th Ave
"Address Not Disclosed Franklin Park, NJ 08823","$4,400/mo",4bd,3ba,"3,500 sqft",08823,NJ,Franklin Park,Address Not Disclosed
"Parsippany Gardens Parsippany, NJ 07054","$1,657 - $2,238/mo",Studio-1bd,1ba,No Data,07054,NJ,Parsippany, Gardens
"85 Briarwood Path #85 Clark, NJ 07066","$2,400/mo",2bd,2ba,"1,100 sqft",07066,NJ,,
"555 Cumberland St   #2 Westfield, NJ 07090","$3,000/mo",3bd,2ba,No Data,07090,NJ,Westfield,555 Cumberland St   #2
"Rural living with City Convenience At Your Fingertips! Albuquerque, NM 87105","$1,335/mo",2bd,1ba,No Data,87105,NM,Albuquerque,Rural living with City Convenience At Your Fingertips!
"219 Central Ave NW #507 Albuquerque, NM 87102","$4,000/mo",1bd,1.5ba,"1,800 sqft",87102,NM,Albuquerque,219 Central Ave NW #507
"300 La Fonda Dr Roswell, NM 88201","$1,600/mo",3bd,1.5ba,"1,400 sqft",88201,NM,Roswell,300 La Fonda Dr
"Northbrook Carlsbad, NM 88220",$800/mo,1bd,1ba,No Data,88220,NM,Carlsbad,Northbrook
"5319 Mayhill Pl NE Rio Rancho, NM 87144","$1,900/mo",4bd,2.5ba,"1,967 sqft",87144,NM,Rio Rancho,5319 Mayhill Pl NE
"1319 Delicado Ln   #A Taos, NM 87571","$2,250/mo",3bd,2ba,"1,460 sqft",87571,NM,Taos,1319 Delicado Ln   #A
"125 N  Pine Ave Albany, NY 12203","$2,835/mo",5bd,2.5ba,"1,650 sqft",12203,NY,Albany,125 N  Pine Ave
"Hillcrest Village Apartment Homes Schenectady, NY 12309","$1,100 - $1,500/mo",1-2bd,1-2ba,No Data,12309,NY,Schenectady,Hillcrest Village Apartment Homes
"926 Bronx Park S  #3A Bronx, NY 10460","$1,772/mo",Studio,1ba,No Data,10460,NY,Bronx,926  Park S  #3A
"744 Pugsley Ave Bronx, NY 10473","$3,200/mo",3bd,1ba,"2,100 sqft",10473,NY,Bronx,744 Pugsley Ave
"300 Rano Blvd #5 Vestal, NY 13850","$1,200/mo",2bd,1ba,"1,000 sqft",13850,NY,,
"616 Walberta Rd Syracuse, NY 13219","$2,250/mo",4bd,2ba,"1,600 sqft",13219,NY,Syracuse,616 Walberta Rd
"15 Friendship Manor Rd Pine Hill, NY 12465","$1,200/mo",1bd,1ba,No Data,12465,NY,Pine Hill,15 Friendship Manor Rd
"100 Loudon Dr Fishkill, NY 12524","$3,500/mo",2bd,2ba,"2,694 sqft",12524,NY,,
"65 Seminole Pkwy Buffalo, NY 14210","$1,250/mo",3bd,1ba,No Data,14210,NY,Buffalo,65 Seminole Pkwy
"310 Pennsylvania St   #1R Buffalo, NY 14201","$1,150/mo",1bd,1ba,850 sqft,14201,NY,Buffalo,310 Pennsylvania St   #1R
"235 Wabash Ave  #1 Buffalo, NY 14217","$1,100/mo",2bd,1ba,"1,200 sqft",14217,NY,Buffalo,235 Wabash Ave  #1
"233 Robinson St   #1 Hudson, NY 12534","$3,000/mo",2bd,2ba,"1,245 sqft",12534,NY,Hudson,233 Robinson St   #1
"160 Fenimore St   #2G Brooklyn, NY 11225","$2,395/mo",1bd,1ba,No Data,11225,NY,Brooklyn,160 Fenimore St   #2G
"196 Sackett St   #3F Brooklyn, NY 11231","$2,800/mo",1bd,1ba,No Data,11231,NY,Brooklyn,196 Sackett St   #3F
"669 Hancock St   #1 Brooklyn, NY 11233","$6,000/mo",3bd,2.5ba,No Data,11233,NY,Brooklyn,669 Hancock St   #1
"218 Covert St   #2 Brooklyn, NY 11207","$4,200/mo",4bd,2ba,No Data,11207,NY,Brooklyn,218 Covert St   #2
"168 Sterling St Watertown, NY 13601",$900/mo,1bd,1ba,700 sqft,13601,NY,Watertown,168 Sterling St
"1378-1382 Dewey Ave Rochester, NY 14613","$1,295/mo",3bd,1ba,No Data,14613,NY,Rochester,1378-1382 Dewey Ave
"89 Bonesteel St Rochester, NY 14615","$1,750/mo",3bd,1ba,"1,264 sqft",14615,NY,Rochester,89 Bonesteel St
"Harbor Landing Glen Cove, NY 11542","$2,562 - $5,718/mo",Studio-2bd,1-2ba,No Data,11542,NY,Glen Cove,Harbor Landing
"Address Not Disclosed Westbury, NY 11590","$2,500/mo",2bd,1ba,No Data,11590,NY,Westbury,Address Not Disclosed
"25 Morris St Freeport, NY 11520","$3,200/mo",2bd,1ba,No Data,11520,NY,Freeport,25 Morris St
"2166 Frederick Douglass Blvd #5F New York, NY 10026","$2,100/mo",1bd,1ba,No Data,10026,NY,New York,2166 Frederick Douglass Blvd #5F
"219 E  69th St   #1J New York, NY 10021","$6,900/mo",2bd,2ba,No Data,10021,NY,New York,219 E  69th St   #1J
"400 W  56th St   #1A New York, NY 10019","$4,195/mo",2bd,1ba,No Data,10019,NY,New York,400 W  56th St   #1A
"239 Park Ave  S  #11D New York, NY 10003","$6,295/mo",3bd,1ba,No Data,10003,NY,New York,239 Park Ave  S  #11D
"1713 Pine Ave  #3 Niagara Falls, NY 14301",$600/mo,1bd,1ba,No Data,14301,NY,Niagara Falls,1713 Pine Ave  #3
"Suburban Park Apartments Manlius, NY 13104","$1,400 - $1,600/mo",1-2bd,1ba,No Data,13104,NY,,
"113 Comstock Ave  #3 Syracuse, NY 13210","$1,050/mo",Studio,1ba,No Data,13210,NY,Syracuse,113 Comstock Ave  #3
"THE REGENCY CLUB Middletown, NY 10940","$2,200 - $2,400/mo",1-2bd,1.5-2ba,No Data,10940,NY,Middletown,THE REGENCY CLUB
"73 Webster Ave  #E Goshen, NY 10924","$1,775/mo",Studio,1ba,320 sqft,10924,NY,,
"Address Not Disclosed Morris, NY 13808",$750/mo,1bd,1ba,410 sqft,13808,NY,,
"50-46 45th St   #2 Woodside, NY 11377","$2,995/mo",3bd,1ba,900 sqft,11377,NY,,
"68-29 62nd St   #2L Ridgewood, NY 11385","$2,700/mo",3bd,2ba,No Data,11385,NY,,
"37-20 87th St #4G Jackson Heights, NY 11372","$2,100/mo",1bd,1ba,800 sqft,11372,NY,,
"11-44 44th Dr   #1-3 Long Island City, NY 11101","$2,400/mo",2bd,1ba,No Data,11101,NY,,
"198 Pawling Ave  #30 Troy, NY 12180","$1,200/mo",1bd,1ba,No Data,12180,NY,Troy,198 Pawling Ave  #30
"118 Dawson Cir  #2F Staten Island, NY 10314","$3,000/mo",3bd,2.5ba,"1,900 sqft",10314,NY,Staten Island,118 Dawson Cir  #2F
"Meridia Brownstones Rahway, NJ 07065","$2,050 - $2,595/mo",1-2bd,1ba,No Data,07065,NJ,Rahway,Meridia Brownstones
"Winners Circle Ballston Spa, NY 12020","$1,576 - $2,575/mo",1-3bd,1-2.5ba,No Data,12020,NY,Ballston Spa,Winners Circle
"1425 State St   #2 Schenectady, NY 12304","$2,299/mo",3bd,1ba,"1,800 sqft",12304,NY,Schenectady,1425 State St   #2
"Nu Horizons Manor Copiague, NY 11726","$2,600 - $3,100/mo",1-2bd,1ba,No Data,11726,NY,Copiague,Nu Horizons Manor
"84 Route 114 East Hampton, NY 11937","$25,000/mo",3bd,2ba,"1,600 sqft",11937,NY,,
"16 Canal Way Hampton Bays, NY 11946","$50,000/mo",5bd,3.5ba,"4,000 sqft",11946,NY,Hampton Bays,16 Canal Way
"881 Burlingham Rd Pine Bush, NY 12566","$1,250/mo",1bd,1ba,500 sqft,12566,NY,Pine Bush,881 Burlingham Rd
"Address Not Disclosed Oliverea, NY 12410","$12,900/mo",6bd,6ba,"5,600 sqft",12410,NY,,
"The View on Nob Hill Elmsford, NY 10523","$2,374 - $2,651/mo",1-2bd,1ba,No Data,10523,NY,Elmsford,The View on Nob Hill
"2 bed, 2.0 bath, 1346 sqft, $6,000 Mamaroneck, NY 10543","$6,000/mo",2bd,2ba,No Data,10543,NY,,
"303 Walnut St   #1 Yonkers, NY 10701","$2,700/mo",4bd,1ba,"1,350 sqft",10701,NY,Yonkers,303 Walnut St   #1
"834 Milan Ave Lumberton, NC 28358",$975/mo,3bd,2ba,924 sqft,28358,NC,Lumberton,834 Milan Ave
"528 Sycamore Branch Rd Asheville, NC 28803","$2,600/mo",4bd,3ba,"1,746 sqft",28803,NC,Asheville,528 Sycamore Branch Rd
"51 Conestee St Asheville, NC 28801","$2,798/mo",3bd,2.5ba,"1,950 sqft",28801,NC,Asheville,51 Conestee St
"6735 Thistle Down Dr Harrisburg, NC 28075","$2,295/mo",5bd,3ba,"2,436 sqft",28075,NC,Harrisburg,6735 Thistle Down Dr
"Highland Ridge Apartments Charlotte, NC 28269","$1,415 - $2,675/mo",1-3bd,1-2ba,No Data,28269,NC,Charlotte,Highland Ridge Apartments
"1438 6th Street Cir  NW Hickory, NC 28601","$3,200/mo",4bd,4ba,"3,200 sqft",28601,NC,Hickory,1438 6th Street Cir  NW
"128 Bruce St Fair Bluff, NC 28439","$1,000/mo",3bd,2ba,"1,216 sqft",28439,NC,Fair Bluff,128 Bruce St
"6337 Lakehaven Dr Fayetteville, NC 28304","$1,600/mo",3bd,2.5ba,"1,600 sqft",28304,NC,Fayetteville,6337 Lakehaven Dr
"183 Rosamond Dr Fayetteville, NC 28311",$850/mo,2bd,1ba,No Data,28311,NC,Fayetteville,183 Rosamond Dr
"3532 Old Vineyard Rd Winston Salem, NC 27103","$2,200/mo",3bd,2ba,"1,589 sqft",27103,NC,Salem,3532 Old Vineyard Rd Winston
"2819 Wyeth Ave Durham, NC 27707","$2,400/mo",6bd,2.5ba,"2,035 sqft",27707,NC,Durham,2819 Wyeth Ave
"157 Night Tulip Pl Durham, NC 27703","$2,050/mo",3bd,3ba,"1,884 sqft",27703,NC,Durham,157 Night Tulip Pl
"230 N  Sunset Dr Winston Salem, NC 27101","$2,300/mo",3bd,3ba,"1,575 sqft",27101,NC,Salem,230 N  Sunset Dr Winston
"2333 Autumn Mist Dr Winston Salem, NC 27103","$1,845/mo",3bd,2.5ba,"1,476 sqft",27103,NC,Salem,2333 Autumn Mist Dr Winston
"Capital Creek at Heritage Wake Forest, NC 27587","$1,355 - $1,968/mo",1-3bd,1-2ba,No Data,27587,NC,Wake Forest,Capital Creek at Heritage
"116 N  Canyon Ridge Dr Mount Holly, NC 28120","$1,500/mo",2bd,2.5ba,"1,238 sqft",28120,NC,Mount Holly,116 N  Canyon Ridge Dr
"2328 W  Vandalia Rd #M Greensboro, NC 27407",$990/mo,2bd,2ba,871 sqft,27407,NC,Greensboro,2328 W  Vandalia Rd #M
"1923 Greenstone Pl High Point, NC 27265","$1,835/mo",4bd,2.5ba,"2,080 sqft",27265,NC,High Point,1923 Greenstone Pl
"400 Edney Ridge Rd Greensboro, NC 27408","$1,800/mo",4bd,2ba,"1,400 sqft",27408,NC,Greensboro,400 Edney Ridge Rd
"16 Exie Pl Lillington, NC 27546","$1,629/mo",3bd,2ba,"1,393 sqft",27546,NC,Lillington,16 Exie Pl
"615 Camden Rd Raeford, NC 28376","$1,820/mo",3bd,2.5ba,No Data,28376,NC,Raeford,615 Camden Rd
"142 N  Cromwell Dr Mooresville, NC 28115","$1,995/mo",3bd,2.5ba,"2,231 sqft",28115,NC,Mooresville,142 N  Cromwell Dr
"105 Relict Dr Clayton, NC 27527","$2,295/mo",3bd,2.5ba,"2,228 sqft",27527,NC,Clayton,105 Relict Dr
"112 Anise Tree Way Clayton, NC 27527","$2,100/mo",4bd,3ba,"2,650 sqft",27527,NC,Clayton,112 Anise Tree Way
"434 Secretariat Dr Iron Station, NC 28080","$2,500/mo",4bd,3ba,"2,436 sqft",28080,NC,Iron Station,434 Secretariat Dr
"Queen City Townes Charlotte, NC 28217","$2,265 - $2,700/mo",2-3bd,2.5-3.5ba,No Data,28217,NC,Charlotte,Queen City Townes
"3643 S  Tryon St Charlotte, NC 28217","$3,100/mo",3bd,4.5ba,"1,854 sqft",28217,NC,Charlotte,3643 S  Tryon St
"13634 Riding Hill Ave Charlotte, NC 28213","$1,795/mo",3bd,2.5ba,"1,660 sqft",28213,NC,Charlotte,13634 Riding Hill Ave
"4709 Brewer Dr Charlotte, NC 28208","$1,895/mo",4bd,2.5ba,"1,475 sqft",28208,NC,Charlotte,4709 Brewer Dr
"108 Silver Burn Pl Aberdeen, NC 28315","$2,500/mo",4bd,3ba,"2,570 sqft",28315,NC,Aberdeen,108 Silver Burn Pl
"1505 Corbett St Wilmington, NC 28401","$2,250/mo",3bd,2ba,"2,186 sqft",28401,NC,Wilmington,1505 Corbett St
"310 S  7th St Wilmington, NC 28401","$2,000/mo",3bd,2ba,"1,350 sqft",28401,NC,Wilmington,310 S  7th St
"1129 Pueblo Dr Jacksonville, NC 28546","$1,000/mo",2bd,2.5ba,No Data,28546,NC,Jacksonville,1129 Pueblo Dr
"113 Howell St   #A Chapel Hill, NC 27514","$3,000/mo",4bd,2ba,"1,800 sqft",27514,NC,Chapel Hill,113 Howell St   #A
"3103-01 Sherwin Dr Greenville, NC 27834",$660/mo,1bd,1ba,630 sqft,27834,NC,Greenville,3103-01 Sherwin Dr
"Address Not Disclosed Columbus, NC 28722","$4,000/mo",4bd,4ba,"3,330 sqft",28722,NC,Columbus,Address Not Disclosed
"808 Georgia Oak Ln Landis, NC 28088","$2,010/mo",3bd,2.5ba,"1,903 sqft",28088,NC,Landis,808 Georgia Oak Ln
"1127 Mountain Ridge Rd Rural Hall, NC 27045","$1,910/mo",3bd,2.5ba,"2,132 sqft",27045,NC,Rural Hall,1127 Mountain Ridge Rd
"727 Skywatch Ln Monroe, NC 28112","$1,985/mo",3bd,2.5ba,"2,247 sqft",28112,NC,Monroe,727 Skywatch Ln
"MAA Providence Raleigh, NC 27617","$1,313 - $1,838/mo",1-3bd,1-2ba,No Data,27617,NC,Raleigh,MAA Providence
"366 W  Oak Ave #D Wake Forest, NC 27587","$1,400/mo",2bd,2ba,917 sqft,27587,NC,Wake Forest,366 W  Oak Ave #D
"7628 Birchmoor Way Raleigh, NC 27616","$3,135/mo",4bd,4.5ba,"2,814 sqft",27616,NC,Raleigh,7628 Birchmoor Way
"107 Saint Johns St Knightdale, NC 27545","$1,860/mo",3bd,2.5ba,"1,456 sqft",27545,NC,Knightdale,107 Saint Johns St
"100 N  Raiford St   #300 Selma, NC 27576","$1,595/mo",1bd,1ba,640 sqft,27576,NC,Selma,100 N  Raiford St   #300
"5906 36th St   S Fargo, ND 58104","$1,895/mo",4bd,3.5ba,"2,200 sqft",58104,ND,Fargo,5906 36th St   S
"Prairie Vista Williston, ND 58801","$725 - $1,180/mo",1-3bd,1-2ba,No Data,58801,ND,Williston,Prairie Vista
"3113-011 Minot, ND 58701","$1,395/mo",3bd,2.5ba,No Data,58701,ND,Minot,3113-011
"2196 Marshall Ave  #1 Wheeling, WV 26003",$750/mo,2bd,1ba,950 sqft,26003,WV,Wheeling,2196 Marshall Ave  #1
"219 1/2 S  Western Ave Springfield, OH 45506",$700/mo,2bd,1ba,"1,200 sqft",45506,OH,Springfield,219 1/2 S  Western Ave
"Church and State Cleveland, OH 44113","$1,450 - $3,500/mo",Studio-3bd,1-2ba,No Data,44113,OH,Cleveland,Church and State
"2104 Rossmoor Rd Cleveland Heights, OH 44118","$1,345/mo",4bd,1ba,"1,356 sqft",44118,OH,Cleveland,"2104 Rossmoor Rd  Heights, OH 44118"
"2341 Scranton Rd   #4 Cleveland, OH 44113","$2,700/mo",2bd,2ba,"1,481 sqft",44113,OH,Cleveland,2341 Scranton Rd   #4
"701 W  Lakeside Ave #603 Cleveland, OH 44113","$3,000/mo",2bd,3ba,"1,651 sqft",44113,OH,Cleveland,701 W  Lakeside Ave #603
"729 Spring Valley Dr Lewis Center, OH 43035","$1,550/mo",2bd,2ba,"1,252 sqft",43035,OH,Spring Valley,"729  Dr Lewis Center, OH 43035"
"6862 Spring Bloom Dr Canal Winchester, OH 43110","$1,970/mo",3bd,2.5ba,"1,598 sqft",43110,OH,Canal Winchester,6862 Spring Bloom Dr
"7922 Verandah Ct Powell, OH 43065","$1,400/mo",2bd,1.5ba,"1,000 sqft",43065,OH,Powell,7922 Verandah Ct
"2704 Moonlight Ln Columbus, OH 43207","$1,850/mo",3bd,3ba,"1,398 sqft",43207,OH,Columbus,2704 Moonlight Ln
"1659 Farberdale Dr Columbus, OH 43223","$2,040/mo",3bd,2.5ba,"1,956 sqft",43223,OH,Columbus,1659 Farberdale Dr
"4682 Julian Dr Columbus, OH 43227","$1,495/mo",3bd,2ba,"1,168 sqft",43227,OH,Columbus,4682 Julian Dr
"Red Bank Reserve Cincinnati, OH 45227","$935 - $1,210/mo",1-2bd,1ba,No Data,45227,OH,Cincinnati,Red Bank Reserve
"8472 Saint Clair Ave Cincinnati, OH 45236","$2,040/mo",3bd,1ba,"1,409 sqft",45236,OH,Cincinnati,8472 Saint Clair Ave
"1 Rennel Dr   #3 Cincinnati, OH 45226","$1,350/mo",2bd,1ba,950 sqft,45226,OH,Cincinnati,1 Rennel Dr   #3
"3672 Brotherton Rd   #1 Cincinnati, OH 45209","$1,495/mo",2bd,1ba,No Data,45209,OH,Cincinnati,3672 Brotherton Rd   #1
"Sterling Lakes Mason, OH 45040","$1,295 - $1,720/mo",1-2bd,1-2ba,No Data,45040,OH,Mason,Sterling Lakes
"239 Courtland St Painesville, OH 44077","$1,400/mo",3bd,2ba,"1,300 sqft",44077,OH,Painesville,239 Courtland St
"1222 W  14th St Lorain, OH 44052",$797/mo,3bd,1ba,No Data,44052,OH,Lorain,1222 W  14th St
"1659 W  Bancroft St Toledo, OH 43606",$925/mo,3bd,1ba,"1,125 sqft",43606,OH,Toledo,1659 W  Bancroft St
"1539 Brooke Park Dr   #6 Toledo, OH 43612",$775/mo,2bd,1ba,687 sqft,43612,OH,Toledo,1539 Brooke Park Dr   #6
"673 E  Reagan Pkwy #134 Medina, OH 44256","$2,200/mo",2bd,2ba,"1,080 sqft",44256,OH,Medina,673 E  Reagan Pkwy #134
"202 Kenbrook Drive - 3 Vandalia, OH 45377",$950/mo,2bd,1ba,No Data,45377,OH,Vandalia,202 Kenbrook Drive - 3
"37 Gebhart St Dayton, OH 45410","$1,300/mo",3bd,2ba,"1,372 sqft",45410,OH,Dayton,37 Gebhart St
"The Reserve of Sugarcreek Dayton, OH 45431","$1,306 - $2,993/mo",1-3bd,1-2.5ba,No Data,45431,OH,Dayton,The Reserve of Sugarcreek
"2 bed, 1.0 bath, $799 Ashland, OH 44805",$799/mo,2bd,1ba,No Data,44805,OH,Ashland,"2 bed, 1.0 bath, $799"
"1810 Minerva Ct   NW #1810 Canton, OH 44709",$695/mo,1bd,1ba,800 sqft,44709,OH,Canton,1810 Minerva Ct   NW #1810
"817 Biruta St Akron, OH 44307",$700/mo,2bd,1ba,720 sqft,44307,OH,Akron,817 Biruta St
"2517 30th St SW Akron, OH 44314",$895/mo,2bd,1ba,792 sqft,44314,OH,Akron,2517 30th St SW
"1469 Hillcrest Ave  #50 Niles, OH 44446",$795/mo,1bd,1ba,No Data,44446,OH,Niles,1469 Hillcrest Ave  #50
"Washington Place Miamisburg, OH 45342","$985 - $1,710/mo",1-3bd,1-2.5ba,No Data,45342,OH,Miamisburg,Washington Place
"2604 S  Fannin Ave Denison, TX 75020","$1,395/mo",3bd,2ba,"1,406 sqft",75020,TX,Denison,2604 S  Fannin Ave
"3809 Sara Park Dr Mustang, OK 73064","$1,800/mo",4bd,2ba,"1,614 sqft",73064,OK,Mustang,3809 Sara Park Dr
"3000 Chautauqua Ave #126 Norman, OK 73072",$650/mo,1bd,1ba,690 sqft,73072,OK,Norman,3000 Chautauqua Ave #126
"1717 SW 32nd St Moore, OK 73160","$2,145/mo",4bd,2ba,"2,122 sqft",73160,OK,Moore,1717 SW 32nd St
"5648 Dunlin Rd Oklahoma City, OK 73179","$1,450/mo",3bd,2ba,"1,550 sqft",73179,OK,Oklahoma City,5648 Dunlin Rd
"502B W  Loren Dr Siloam Springs, AR 72761","$1,250/mo",3bd,2ba,"1,316 sqft",72761,AR,Siloam Springs,502B W  Loren Dr
"318 S  12th St Fort Smith, AR 72901",$900/mo,2bd,2ba,820 sqft,72901,AR,Fort Smith,318 S  12th St
"106 W  Burris Rd Stillwater, OK 74075","$2,200/mo",3bd,2ba,"2,428 sqft",74075,OK,Stillwater,106 W  Burris Rd
"2305 NW 16th St Oklahoma City, OK 73107","$1,595/mo",2bd,1ba,"1,430 sqft",73107,OK,Oklahoma City,2305 NW 16th St
"83 Sunset Hills Cir Choctaw, OK 73020","$1,995/mo",3bd,2ba,"2,050 sqft",73020,OK,Choctaw,83 Sunset Hills Cir
"6612 NW 30th St Bethany, OK 73008","$1,250/mo",3bd,1.5ba,"1,306 sqft",73008,OK,Bethany,6612 NW 30th St
"3205 Castlerock Rd Oklahoma City, OK 73120","$1,575/mo",3bd,2ba,"1,963 sqft",73120,OK,Oklahoma City,3205 Castlerock Rd
"15005 E  90th St N Owasso, OK 74055","$1,425/mo",3bd,2ba,"1,177 sqft",74055,OK,Owasso,15005 E  90th St N
"1201 South Rockford Avenue - 3 Tulsa, OK 74120",$725/mo,1bd,1ba,No Data,74120,OK,Tulsa,1201 South Rockford Avenue - 3
"7451 S  Vandalia Ave  #1203 Tulsa, OK 74136","$1,600/mo",2bd,2.5ba,"1,564 sqft",74136,OK,Tulsa,7451 S  Vandalia Ave  #1203
